1 1 2
1 2 3
1 2 4
1 3 5
5 4 6
7 1 2
7 2 8
7 2 4
9 1 2
9 2 10
9 2 4
11 1 2
11 2 12
11 2 4
13 1 2
13 2 14
13 2 4
15 1 2
15 2 16
15 2 4
17 1 2
17 2 18
17 2 4
19 1 2
19 2 20
19 2 4
21 1 2
21 2 22
21 2 4
23 1 2
23 2 24
23 2 4
25 1 2
25 2 26
27 1 2
27 2 28
29 1 2
29 2 30
31 1 2
31 2 32
33 1 2
33 2 34
35 1 2
35 2 36
37 1 2
37 2 38
39 1 2
39 2 40
41 1 2
41 2 42
43 1 2
43 2 44
2 5 45
1 1 46
1 2 40
7 1 46
7 2 44
9 1 46
9 2 24
11 1 46
11 2 28
13 1 46
13 2 32
15 1 46
15 2 36
17 1 46
17 2 47
19 1 46
19 2 48
21 1 46
21 2 49
23 1 46
23 2 50
25 1 46
25 2 51
27 1 46
27 2 52
29 1 46
29 2 53
31 1 46
31 2 54
33 1 46
33 2 55
35 1 46
35 2 56
37 1 46
37 2 57
39 1 46
39 2 58
41 1 46
41 2 59
43 1 46
43 2 60
61 1 46
61 2 62
63 1 46
63 2 64
65 1 46
65 2 66
46 5 67
68 2 69
1 1 70
1 2 57
7 1 70
7 2 58
9 1 70
9 2 59
11 1 70
11 2 60
13 1 70
13 2 62
15 1 70
15 2 64
17 1 70
17 2 66
19 1 70
19 2 69
21 1 70
21 2 51
23 1 70
23 2 71
25 1 70
25 2 72
27 1 70
27 2 73
29 1 70
29 2 74
31 1 70
31 2 75
33 1 70
33 2 76
35 1 70
35 2 77
37 1 70
37 2 78
39 1 70
39 2 79
43 1 70
43 2 80
61 1 70
61 2 81
63 1 70
63 2 82
65 1 70
65 2 83
84 1 70
84 2 85
86 1 70
86 2 87
88 1 70
88 2 89
70 5 90
68 2 91
1 1 92
1 2 93
7 1 92
7 2 80
9 1 92
9 2 81
11 1 92
11 2 82
13 1 92
13 2 83
15 1 92
15 2 85
17 1 92
17 2 87
19 1 92
19 2 89
21 1 92
21 2 91
23 1 92
23 2 74
25 1 92
25 2 94
27 1 92
27 2 95
29 1 92
29 2 96
31 1 92
31 2 97
33 1 92
33 2 98
35 1 92
35 2 99
37 1 92
37 2 100
39 1 92
39 2 101
41 1 92
41 2 102
43 1 92
43 2 103
43 2 104
61 1 92
61 2 105
61 2 106
63 1 92
63 2 107
63 2 108
65 1 92
65 2 109
65 2 110
84 1 92
84 2 111
84 2 112
86 1 92
86 2 113
88 1 92
88 2 114
115 1 92
115 2 116
117 1 92
117 2 118
119 1 92
119 2 120
92 5 121
92 5 122
68 2 123
68 2 124
118 6 125
120 6 126
124 6 127
103 6 128
105 6 129
106 6 130
108 6 131
109 6 132
133 6 134
135 6 136
137 6 138
139 6 140
141 6 142
143 6 144
145 6 146
147 6 148
149 6 150
151 6 152
153 6 154
155 6 156
157 6 158
159 6 160
161 6 162
163 6 164
165 6 166
167 6 168
169 6 170
171 6 172
173 6 174
175 6 176
1 1 177
7 1 177
9 1 177
11 1 177
13 1 177
15 1 177
17 1 177
19 1 177
21 1 177
23 1 177
25 1 177
27 1 177
29 1 177
31 1 177
33 1 177
35 1 177
37 1 177
39 1 177
41 1 177
43 1 177
61 1 177
63 1 177
65 1 177
84 1 177
86 1 177
88 1 177
115 1 177
117 1 177
119 1 177
178 1 177
179 7 177
180 7 177
181 7 177
182 7 177
183 7 177
184 7 177
185 7 177
186 7 177
187 7 177
188 7 177
189 7 177
190 7 177
191 7 177
192 7 177
193 7 177
194 7 177
195 7 177
196 7 177
197 7 177
198 7 177
199 7 177
200 7 177
201 7 177
202 7 177
203 7 177
204 7 177
205 7 177
206 7 177
207 7 177
208 7 177
1 3 209
209 4 208
209 4 207
209 4 206
209 4 205
209 4 204
177 8 1
177 8 7
177 8 9
177 8 11
177 8 13
1 2 118
1 2 124
1 2 167
1 2 135
1 2 161
1 2 120
177 5 210
210 9 211
177 5 212
212 9 213
177 5 214
214 9 215
177 5 216
216 9 217
177 5 218
218 9 219
125 6 220
126 6 221
127 6 222
128 6 223
129 6 224
208 2 225
207 2 226
206 2 227
7 2 120
9 2 124
228 6 210
229 6 212
230 6 214
220 6 231
221 6 232
222 6 233
208 3 234
234 4 203
234 4 202
234 4 201
235 6 228
211 9 236
231 6 237
177 8 179
238 6 235
236 9 239
201 2 240
237 6 241
201 3 242
242 4 200
242 4 199
242 4 198
239 9 243
243 9 244
198 2 245
198 3 246
246 4 197
246 4 196
246 4 195
195 2 247
195 2 248
195 3 249
249 4 194
249 4 193
193 2 250
7 2 123
11 2 103
11 2 104
13 2 105
15 2 106
15 2 107
17 2 108
19 2 109
21 2 133
23 2 135
23 2 251
25 2 137
27 2 139
27 2 252
29 2 141
31 2 143
31 2 253
33 2 145
35 2 147
37 2 149
39 2 151
39 2 254
41 2 153
43 2 155
43 2 255
61 2 157
63 2 159
63 2 256
65 2 161
84 2 163
86 2 165
88 2 167
88 2 257
115 2 169
117 2 171
119 2 173
178 2 175
178 2 258
259 1 177
259 2 260
261 1 177
261 2 262
261 2 263
68 2 264
1 1 265
1 2 260
7 1 265
7 2 263
9 1 265
9 2 155
11 1 265
11 2 157
11 2 256
13 1 265
13 2 163
15 1 265
15 2 167
17 1 265
17 2 169
19 1 265
19 2 173
21 1 265
21 2 258
23 1 265
23 2 262
23 2 264
25 1 265
25 2 266
27 1 265
27 2 267
29 1 265
29 2 268
29 2 269
31 1 265
31 2 270
33 1 265
33 2 271
33 2 272
35 1 265
35 2 273
37 1 265
37 2 274
37 2 275
39 1 265
39 2 276
41 1 265
41 2 277
41 2 278
43 1 265
43 2 279
61 1 265
61 2 280
63 1 265
63 2 281
65 1 265
65 2 282
84 1 265
84 2 283
84 2 284
86 1 265
86 2 285
88 1 265
88 2 286
115 1 265
115 2 287
115 2 288
117 1 265
117 2 289
119 1 265
119 2 290
178 1 265
178 2 291
259 1 265
259 2 292
261 1 265
261 2 293
294 1 265
294 2 295
294 2 296
297 1 265
297 2 298
299 1 265
299 2 300
301 1 265
301 2 302
303 1 265
303 2 304
265 5 305
265 5 306
68 2 307
1 1 308
1 2 280
7 1 308
7 2 280
9 1 308
9 2 282
11 1 308
11 2 284
13 1 308
13 2 286
15 1 308
15 2 288
17 1 308
17 2 290
19 1 308
19 2 292
21 1 308
21 2 295
23 1 308
23 2 298
25 1 308
25 2 302
27 1 308
27 2 307
27 2 281
29 1 308
29 2 283
31 1 308
31 2 285
33 1 308
33 2 309
35 1 308
35 2 310
37 1 308
37 2 311
39 1 308
39 2 312
41 1 308
41 2 313
43 1 308
43 2 314
43 2 315
61 1 308
61 2 316
63 1 308
63 2 317
65 1 308
65 2 318
84 1 308
84 2 319
86 1 308
86 2 320
88 1 308
88 2 321
115 1 308
115 2 322
117 1 308
117 2 323
119 1 308
119 2 324
178 1 308
178 2 325
259 1 308
259 2 326
261 1 308
261 2 327
294 1 308
294 2 328
297 1 308
297 2 329
